ts,datetime,connections_30s,unique_dst_ports_30s,unique_dst_ips_30s,failed_conn_rate_30s,dns_rate_30s,avg_conn_duration_30s,outbound_ratio_30s,bytes_per_sec_30s,port_entropy_30s,burst_score_30s,conn_rate_per_ip_30s,unique_ports_per_ip_30s,connections_1m,unique_dst_ports_1m,unique_dst_ips_1m,failed_conn_rate_1m,dns_rate_1m,avg_conn_duration_1m,outbound_ratio_1m,bytes_per_sec_1m,port_entropy_1m,burst_score_1m,conn_rate_per_ip_1m,unique_ports_per_ip_1m,connections_5m,unique_dst_ports_5m,unique_dst_ips_5m,failed_conn_rate_5m,dns_rate_5m,avg_conn_duration_5m,outbound_ratio_5m,bytes_per_sec_5m,port_entropy_5m,burst_score_5m,conn_rate_per_ip_5m,unique_ports_per_ip_5m,flag_port_scan,flag_brute_force,flag_burst,flag_dns_flood,flag_any
1778534742.614906,2026-05-12 00:25:42,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0688,1.0,0.16,0.0,0.0,0.0033,1,0,0,0,0,0
1778534772.614906,2026-05-12 00:26:12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0688,1.0,0.16,0.0,0.0,0.0033,1,0,0,0,0,0
1778534802.614906,2026-05-12 00:26:42,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0688,1.0,0.16,0.0,0.0,0.0033,1,0,0,0,0,0
1778534832.614906,2026-05-12 00:27:12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0688,1.0,0.16,0.0,0.0,0.0033,1,0,0,0,0,0
1778534862.614906,2026-05-12 00:27:42,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0688,1.0,0.16,0.0,0.0,0.0033,1,0,0,0,0,0
1778534892.614906,2026-05-12 00:28:12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1778534922.614906,2026-05-12 00:28:42,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1778534952.614906,2026-05-12 00:29:12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1778534982.614906,2026-05-12 00:29:42,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1778535012.614906,2026-05-12 00:30:12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1778535042.614906,2026-05-12 00:30:42,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1778535072.614906,2026-05-12 00:31:12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1778535102.614906,2026-05-12 00:31:42,1,1,1,0.0,0.0,0.0,0.0,3.73,0.0,0.0,0.0333,1,1,1,1,0.0,0.0,0.0,0.0,1.87,0.0,0.0,0.0167,1,1,1,1,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0033,1,0,0,0,0,0
1778535132.614906,2026-05-12 00:32:12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,0.0,1.87,0.0,0.0,0.0167,1,1,1,1,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0033,1,0,0,0,0,0
1778535162.614906,2026-05-12 00:32:42,1,1,1,0.0,0.0,0.0002,0.0,3.73,0.0,0.0,0.0333,1,1,1,1,0.0,0.0,0.0002,0.0,1.87,0.0,0.0,0.0167,1,2,1,1,0.0,0.0,0.0001,0.0,0.75,0.0,0.0,0.0067,1,0,0,0,0,0
1778535192.614906,2026-05-12 00:33:12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0002,0.0,1.87,0.0,0.0,0.0167,1,2,1,1,0.0,0.0,0.0001,0.0,0.75,0.0,0.0,0.0067,1,0,0,0,0,0
1778535222.614906,2026-05-12 00:33:42,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0333,1,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0167,1,3,2,2,0.0,0.0,0.0001,0.3333,0.75,0.0574,0.0125,0.0067,1,0,0,0,0,0
1778535252.614906,2026-05-12 00:34:12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0167,1,3,2,2,0.0,0.0,0.0001,0.3333,0.75,0.0574,0.0125,0.0067,1,0,0,0,0,0
1778535282.614906,2026-05-12 00:34:42,2,1,1,0.0,0.0,0.2702,1.0,2898.07,0.0,0.0,0.0667,1,2,1,1,0.0,0.0,0.2702,1.0,1449.03,0.0,0.0,0.0333,1,5,3,3,0.0,0.0,0.1081,0.6,290.55,0.0951,0.06,0.01,2,0,0,0,0,0
1778535312.614906,2026-05-12 00:35:12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,1,0.0,0.0,0.2702,1.0,1449.03,0.0,0.0,0.0333,1,5,3,3,0.0,0.0,0.1081,0.6,290.55,0.0951,0.06,0.01,2,0,0,0,0,0
1778535342.614906,2026-05-12 00:35:42,2,1,1,0.0,0.0667,0.0919,0.0,8.47,0.0,0.0,0.0667,1,2,1,1,0.0,0.0333,0.0919,0.0,4.23,0.0,0.0,0.0333,1,7,4,4,0.0,0.0067,0.1035,0.4286,291.4,0.1219,0.0729,0.0167,3,0,0,0,0,0
1778535372.614906,2026-05-12 00:36:12,1,1,1,0.0,0.0,0.0471,1.0,3.73,0.0,0.0,0.0333,1,3,2,2,0.0,0.0333,0.077,0.3333,6.1,0.0574,0.0996,0.05,2,8,4,5,0.0,0.0067,0.0964,0.5,291.77,0.1191,0.0669,0.02,4,0,0,0,0,0
1778535402.614906,2026-05-12 00:36:42,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0471,1.0,1.87,0.0,0.0,0.0167,1,7,4,5,0.0,0.0067,0.1102,0.5714,291.4,0.1219,0.0751,0.02,4,0,0,0,0,0
1778535432.614906,2026-05-12 00:37:12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,4,5,0.0,0.0067,0.1102,0.5714,291.4,0.1219,0.0751,0.02,4,0,0,0,0,0
1778535462.614906,2026-05-12 00:37:42,1,1,1,0.0,0.0,0.0001,0.0,3.73,0.0,0.0,0.0333,1,1,1,1,0.0,0.0,0.0001,0.0,1.87,0.0,0.0,0.0167,1,7,4,5,0.0,0.0067,0.1102,0.5714,291.4,0.1219,0.0734,0.02,4,0,0,0,0,0
1778535492.614906,2026-05-12 00:38:12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0001,0.0,1.87,0.0,0.0,0.0167,1,7,4,5,0.0,0.0067,0.1102,0.5714,291.4,0.1219,0.0734,0.02,4,0,0,0,0,0
1778535522.614906,2026-05-12 00:38:42,1,1,1,0.0,0.0,0.0,0.0,3.73,0.0,0.0,0.0333,1,1,1,1,0.0,0.0,0.0,0.0,1.87,0.0,0.0,0.0167,1,7,3,4,0.0,0.0067,0.1102,0.4286,291.77,0.0973,0.0734,0.0167,3,0,0,0,0,0
1778535552.614906,2026-05-12 00:39:12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,0.0,1.87,0.0,0.0,0.0167,1,7,3,4,0.0,0.0067,0.1102,0.4286,291.77,0.0973,0.0734,0.0167,3,0,0,0,0,0
1778535582.614906,2026-05-12 00:39:42,1,1,1,0.0,0.0,0.0001,0.0,3.73,0.0,0.0,0.0333,1,1,1,1,0.0,0.0,0.0001,0.0,1.87,0.0,0.0,0.0167,1,6,2,3,0.0,0.0067,0.0385,0.1667,2.34,0.0574,0.0529,0.01,2,0,0,0,0,0
1778535612.614906,2026-05-12 00:40:12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0001,0.0,1.87,0.0,0.0,0.0167,1,6,2,3,0.0,0.0067,0.0385,0.1667,2.34,0.0574,0.0529,0.01,2,0,0,0,0,0
1778535642.614906,2026-05-12 00:40:42,1,1,1,0.0,0.0,0.0001,0.0,3.73,0.0,0.0,0.0333,1,1,1,1,0.0,0.0,0.0001,0.0,1.87,0.0,0.0,0.0167,1,5,1,2,0.0,0.0,0.0095,0.2,1.87,0.0,0.0066,0.0133,1,0,0,0,0,0
1778535672.614906,2026-05-12 00:41:12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0001,0.0,1.87,0.0,0.0,0.0167,1,4,1,1,0.0,0.0,0.0001,0.0,1.49,0.0,0.0001,0.0133,1,0,0,0,0,0
1778535702.614906,2026-05-12 00:41:42,6,2,3,0.0,0.1,0.0778,0.5,457.87,0.0625,0.1938,0.2,2,6,2,3,0.0,0.05,0.0778,0.5,228.93,0.0625,0.1938,0.1,2,10,3,4,0.0,0.01,0.0467,0.3,47.28,0.0982,0.1058,0.02,2,0,0,0,0,0
1778535732.614906,2026-05-12 00:42:12,4,2,2,0.0,0.0667,1.1442,0.5,32913.27,0.0625,0.0699,0.1333,2,10,2,4,0.0,0.0833,0.5044,0.5,16685.57,0.0625,0.1824,0.1667,2,14,3,5,0.0,0.0167,0.3603,0.3571,3338.61,0.0986,0.1363,0.0333,2,0,0,0,0,0
1778535762.614906,2026-05-12 00:42:42,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2,2,0.0,0.0333,1.1442,0.5,16456.63,0.0625,0.0699,0.0667,2,13,3,5,0.0,0.0167,0.388,0.3846,3338.23,0.0968,0.1543,0.0333,2,0,0,0,0,0
1778535792.614906,2026-05-12 00:43:12,4,2,2,0.0,0.0667,0.7009,0.5,19550.43,0.0625,0.0714,0.1333,2,4,2,2,0.0,0.0333,0.7009,0.5,9775.22,0.0625,0.0714,0.0667,2,17,3,6,0.0,0.0233,0.4616,0.4118,5293.28,0.0935,0.1586,0.0467,2,0,0,0,0,0
1778535822.614906,2026-05-12 00:43:42,1,1,1,0.0,0.0,0.0,0.0,3.73,0.0,0.0,0.0333,1,5,3,3,0.0,0.0333,0.5607,0.4,9777.08,0.0951,0.1721,0.0667,2,17,3,6,0.0,0.0233,0.4616,0.4118,5293.28,0.0935,0.1622,0.0467,2,0,0,0,0,0
1778535852.614906,2026-05-12 00:44:12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,0.0,1.87,0.0,0.0,0.0167,1,17,3,6,0.0,0.0233,0.4616,0.4118,5293.28,0.0935,0.1622,0.0467,2,0,0,0,0,0
1778535882.614906,2026-05-12 00:44:42,1,1,1,0.0,0.0,0.0,0.0,3.73,0.0,0.0,0.0333,1,1,1,1,0.0,0.0,0.0,0.0,1.87,0.0,0.0,0.0167,1,17,3,6,0.0,0.0233,0.4616,0.4118,5293.28,0.0935,0.1622,0.0467,2,0,0,0,0,0
1778535912.614906,2026-05-12 00:45:12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,0.0,1.87,0.0,0.0,0.0167,1,17,3,6,0.0,0.0233,0.4616,0.4118,5293.28,0.0935,0.1622,0.0467,2,0,0,0,0,0
1778535942.614906,2026-05-12 00:45:42,1,1,1,0.0,0.0,0.0001,0.0,3.73,0.0,0.0,0.0333,1,1,1,1,0.0,0.0,0.0001,0.0,1.87,0.0,0.0,0.0167,1,17,3,6,0.0,0.0233,0.4616,0.4118,5293.28,0.0935,0.1598,0.0467,2,0,0,0,0,0
