ts,datetime,connections_30s,unique_dst_ports_30s,unique_dst_ips_30s,failed_conn_rate_30s,dns_rate_30s,avg_conn_duration_30s,outbound_ratio_30s,bytes_per_sec_30s,port_entropy_30s,burst_score_30s,conn_rate_per_ip_30s,unique_ports_per_ip_30s,connections_1m,unique_dst_ports_1m,unique_dst_ips_1m,failed_conn_rate_1m,dns_rate_1m,avg_conn_duration_1m,outbound_ratio_1m,bytes_per_sec_1m,port_entropy_1m,burst_score_1m,conn_rate_per_ip_1m,unique_ports_per_ip_1m,connections_5m,unique_dst_ports_5m,unique_dst_ips_5m,failed_conn_rate_5m,dns_rate_5m,avg_conn_duration_5m,outbound_ratio_5m,bytes_per_sec_5m,port_entropy_5m,burst_score_5m,conn_rate_per_ip_5m,unique_ports_per_ip_5m,flag_port_scan,flag_brute_force,flag_burst,flag_dns_flood,flag_any
1778619843.626654,2026-05-13 00:04:03,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,2,3,0.0,0.04,0.1047,0.1429,5.6,0.037,0.3173,0.04,1,0,0,0,0,0
1778619873.626654,2026-05-13 00:04:33,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,2,3,0.0,0.04,0.1047,0.1429,5.6,0.037,0.3173,0.04,1,0,0,0,0,0
1778619903.626654,2026-05-13 00:05:03,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,2,0.0,0.0,0.1179,1.0,0.13,0.0,0.0,0.0033,1,0,0,0,0,0
1778619933.626654,2026-05-13 00:05:33,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1778619963.626654,2026-05-13 00:06:03,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1778619993.626654,2026-05-13 00:06:33,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1778620023.626654,2026-05-13 00:07:03,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1778620053.626654,2026-05-13 00:07:33,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1778620083.626654,2026-05-13 00:08:03,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1778620113.626654,2026-05-13 00:08:33,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
